,Country,City,AccentCity,Region,Population,Latitude,Longitude
2965106,us,boston,Boston,MA,571281,42.3583333,-71.0602778
2965107,us,bourne,Bourne,MA,34065,41.7411111,-70.5994444
2965122,us,braintree,Braintree,MA,33509,42.2222222,-71
2965133,us,brewster,Brewster,MA,37107,41.76,-70.0833333
2965135,us,bridgewater,Bridgewater,MA,36525,41.9902778,-70.9755556
2965147,us,brockton,Brockton,MA,94881,42.0833333,-71.0188889
2965152,us,brookline,Brookline,MA,56079,42.3316667,-71.1216667
2965177,us,burlington,Burlington,MA,22739,42.5047222,-71.1961111
2965187,us,cambridge,Cambridge,MA,101382,42.375,-71.1061111
2965266,us,canton,Canton,MA,21679,42.1583333,-71.1452778
2965273,us,carver,Carver,MA,11718,41.8833333,-70.7630556
2965302,us,charlton,Charlton,MA,12764,42.1355556,-71.9705556
2965310,us,chelmsford,Chelmsford,MA,33925,42.5997222,-71.3677778
2965312,us,chelsea,Chelsea,MA,33062,42.3916667,-71.0333333
2965322,us,chicopee,Chicopee,MA,55179,42.1486111,-72.6083333
2965342,us,clinton,Clinton,MA,16317,42.4166667,-71.6833333
2965364,us,concord,Concord,MA,16810,42.4602778,-71.3494444
2965412,us,danvers,Danvers,MA,25829,42.575,-70.9305556
2965418,us,dedham,Dedham,MA,23019,42.2416667,-71.1666667
2965422,us,dennis,Dennis,MA,26780,41.7352778,-70.1944444
2965443,us,dracut,Dracut,MA,28831,42.6702778,-71.3025
2965448,us,dudley,Dudley,MA,11165,42.045,-71.9305556
2965452,us,duxbury,Duxbury,MA,27695,42.0416667,-70.6727778
2965465,us,east bridgewater,East Bridgewater,MA,14021,42.0333333,-70.9597222
2965495,us,east longmeadow,East Longmeadow,MA,15102,42.0644444,-72.5130556
2965532,us,easthampton,Easthampton,MA,16611,42.2666667,-72.6694444
2965534,us,easton,Easton,MA,23459,42.0244444,-71.1291667
2965563,us,everett,Everett,MA,37148,42.4083333,-71.0541667
2965565,us,fairhaven,Fairhaven,MA,16453,41.6375,-70.9041667
2965570,us,fall river,Fall River,MA,93000,41.7013889,-71.1555556
2965572,us,falmouth,Falmouth,MA,59431,41.5513889,-70.6152778
2965603,us,fitchburg,Fitchburg,MA,40363,42.5833333,-71.8027778
2965631,us,foxborough,Foxborough,MA,22733,42.0652778,-71.2483333
2965633,us,framingham,Framingham,MA,65413,42.2791667,-71.4166667
2965635,us,franklin,Franklin,MA,30636,42.0833333,-71.3972222
2965647,us,gardner,Gardner,MA,21175,42.575,-71.9986111
2965672,us,gloucester,Gloucester,MA,30916,42.6158333,-70.6625
2965682,us,grafton,Grafton,MA,16583,42.2069444,-71.6861111
2965700,us,greenfield,Greenfield,MA,19753,42.5875,-72.6
2965708,us,groton,Groton,MA,18772,42.6111111,-71.575
2965730,us,hanover,Hanover,MA,16906,42.1130556,-70.8125
2965732,us,hanson,Hanson,MA,15315,42.075,-70.8805556
2965746,us,harwich,Harwich,MA,13059,41.6861111,-70.0763889
2965755,us,haverhill,Haverhill,MA,61465,42.7761111,-71.0777778
2965780,us,hingham,Hingham,MA,30151,42.2416667,-70.8902778
2965787,us,holbrook,Holbrook,MA,10876,42.155,-71.0091667
2965788,us,holden,Holden,MA,17016,42.3516667,-71.8638889
2965791,us,holliston,Holliston,MA,14010,42.2,-71.425
2965793,us,holyoke,Holyoke,MA,40141,42.2041667,-72.6166667
2965797,us,hopkinton,Hopkinton,MA,22601,42.2286111,-71.5230556
2965811,us,hudson,Hudson,MA,19697,42.3916667,-71.5666667
2965812,us,hull,Hull,MA,11324,42.3019444,-70.9083333
2965832,us,ipswich,Ipswich,MA,18768,42.6791667,-70.8416667
2965863,us,kingston,Kingston,MA,15658,41.9944444,-70.725
2965881,us,lakeville,Lakeville,MA,10787,41.8458333,-70.95
2965893,us,lawrence,Lawrence,MA,72609,42.7069444,-71.1636111
2965896,us,leicester,Leicester,MA,11064,42.2458333,-71.9091667
2965903,us,leominster,Leominster,MA,42301,42.525,-71.7602778
2965906,us,lexington,Lexington,MA,30661,42.4472222,-71.225
2965932,us,longmeadow,Longmeadow,MA,15699,42.05,-72.5833333
2965939,us,lowell,Lowell,MA,103469,42.6333333,-71.3166667
2965944,us,ludlow,Ludlow,MA,22201,42.16,-72.4763889
2965947,us,lunenburg,Lunenburg,MA,16520,42.5944444,-71.725
2965951,us,lynn,Lynn,MA,89691,42.4666667,-70.95
2965952,us,lynnfield,Lynnfield,MA,11748,42.5388889,-71.0486111
2965963,us,malden,Malden,MA,55290,42.425,-71.0666667
2965975,us,mansfield,Mansfield,MA,23380,42.0333333,-71.2194444
2965984,us,marblehead,Marblehead,MA,20424,42.5,-70.8583333
2965991,us,marlborough,Marlborough,MA,38334,42.3458333,-71.5527778
2965995,us,marshfield,Marshfield,MA,40849,42.0916667,-70.7061111
2966000,us,mashpee,Mashpee,MA,14834,41.6483333,-70.4816667
2966014,us,maynard,Maynard,MA,10275,42.4333333,-71.45
2966026,us,medfield,Medfield,MA,14846,42.1875,-71.3069444
2966028,us,medford,Medford,MA,53963,42.4183333,-71.1066667
2966030,us,medway,Medway,MA,13042,42.1416667,-71.3972222
2966033,us,melrose,Melrose,MA,26466,42.4583333,-71.0666667
2966047,us,methuen,Methuen,MA,45372,42.7261111,-71.1913889
2966050,us,middleton,Middleton,MA,9859,42.595,-71.0166667
2966057,us,milford,Milford,MA,28631,42.1397222,-71.5166667
2966063,us,millbury,Millbury,MA,13606,42.1938889,-71.7605556
2966069,us,milton,Milton,MA,25586,42.2494444,-71.0666667
2966130,us,nantucket,Nantucket,MA,14775,41.2833333,-70.1
2966133,us,natick,Natick,MA,32276,42.2833333,-71.35
2966137,us,needham,Needham,MA,29125,42.2833333,-71.2333333
2966146,us,new bedford,New Bedford,MA,94083,41.6361111,-70.9347222
2966156,us,newburyport,Newburyport,MA,17575,42.8125,-70.8777778
2966159,us,newton,Newton,MA,84851,42.3369444,-71.2097222
2966173,us,norfolk,Norfolk,MA,10386,42.1194444,-71.3255556
2966178,us,north adams,North Adams,MA,14106,42.7008333,-73.1091667
2966181,us,north andover,North Andover,MA,28222,42.6986111,-71.1355556
2966242,us,north reading,North Reading,MA,14101,42.575,-71.0791667
2966268,us,northampton,Northampton,MA,29665,42.325,-72.6416667
2966269,us,northborough,Northborough,MA,18304,42.3194444,-71.6416667
2966270,us,northbridge,Northbridge,MA,14061,42.1513889,-71.65
2966277,us,norton,Norton,MA,19808,41.9666667,-71.1875
2966279,us,norwell,Norwell,MA,10581,42.1616667,-70.7944444
2966283,us,norwood,Norwood,MA,28625,42.1944444,-71.2
2966333,us,oxford,Oxford,MA,17746,42.1166667,-71.8652778
2966339,us,palmer,Palmer,MA,18261,42.1583333,-72.3291667
2966353,us,peabody,Peabody,MA,50293,42.5277778,-70.9291667
2966356,us,pembroke,Pembroke,MA,18041,42.0713889,-70.8097222
2966357,us,pepperell,Pepperell,MA,17453,42.6658333,-71.5888889
2966390,us,pittsfield,Pittsfield,MA,44174,42.45,-73.2458333
2966403,us,plymouth,Plymouth,MA,90615,41.9583333,-70.6677778
2966449,us,quincy,Quincy,MA,89168,42.2527778,-71.0027778
2966459,us,randolph,Randolph,MA,30768,42.1625,-71.0416667
2966460,us,raynham,Raynham,MA,13153,41.9486111,-71.0736111
2966462,us,reading,Reading,MA,23441,42.5255556,-71.0958333
2966469,us,rehoboth,Rehoboth,MA,11486,41.8402778,-71.25
2966472,us,revere,Revere,MA,46420,42.4083333,-71.0125
2966504,us,rockland,Rockland,MA,17982,42.1305556,-70.9166667
2966533,us,salem,Salem,MA,42455,42.5194444,-70.8972222
2966544,us,sandwich,Sandwich,MA,34886,41.7588889,-70.4944444
2966550,us,saugus,Saugus,MA,26668,42.4647222,-71.0105556
2966557,us,scituate,Scituate,MA,26400,42.1958333,-70.7263889
2966570,us,seekonk,Seekonk,MA,13966,41.8083333,-71.3375
2966578,us,sharon,Sharon,MA,24066,42.1236111,-71.1791667
2966600,us,shrewsbury,Shrewsbury,MA,33893,42.2958333,-71.7133333
2966625,us,somerset,Somerset,MA,18943,41.7694444,-71.1291667
2966626,us,somerville,Somerville,MA,75261,42.3875,-71.1
2966663,us,south hadley,South Hadley,MA,17652,42.2583333,-72.575
2966717,us,south yarmouth,South Yarmouth,MA,12162,41.6666667,-70.1852778
2966719,us,southborough,Southborough,MA,9686,42.3055556,-71.525
2966720,us,southbridge,Southbridge,MA,19030,42.075,-72.0338889
2966723,us,southwick,Southwick,MA,9444,42.0547222,-72.7708333
2966724,us,spencer,Spencer,MA,14814,42.2438889,-71.9927778
2966728,us,springfield,Springfield,MA,152227,42.1013889,-72.5902778
2966751,us,stoneham,Stoneham,MA,21796,42.48,-71.1
2966755,us,stoughton,Stoughton,MA,26915,42.125,-71.1027778
2966763,us,sudbury,Sudbury,MA,17343,42.3833333,-71.4166667
2966774,us,sutton,Sutton,MA,9215,42.15,-71.7633333
2966776,us,swampscott,Swampscott,MA,14447,42.4708333,-70.9180556
2966779,us,swansea,Swansea,MA,16525,41.7480556,-71.1902778
2966794,us,taunton,Taunton,MA,57160,41.9,-71.0902778
2966800,us,tewksbury,Tewksbury,MA,29326,42.6105556,-71.2347222
2966830,us,townsend,Townsend,MA,16933,42.6666667,-71.7055556
2966856,us,uxbridge,Uxbridge,MA,12614,42.0772222,-71.63
2966875,us,wakefield,Wakefield,MA,24712,42.5063889,-71.0733333
2966879,us,walpole,Walpole,MA,32670,42.1416667,-71.25
2966881,us,waltham,Waltham,MA,58570,42.3763889,-71.2361111
2966890,us,ware,Ware,MA,11610,42.2597222,-72.2402778
2966892,us,wareham,Wareham,MA,21478,41.7625,-70.7222222
2966900,us,watertown,Watertown,MA,32918,42.3708333,-71.1833333
2966907,us,wayland,Wayland,MA,13155,42.3625,-71.3619444
2966909,us,webster,Webster,MA,19028,42.05,-71.8805556
2966914,us,wellesley,Wellesley,MA,26446,42.2963889,-71.2930556
2966995,us,west springfield,West Springfield,MA,27912,42.1069444,-72.6208333
2967016,us,westborough,Westborough,MA,29313,42.2694444,-71.6166667
2967021,us,westfield,Westfield,MA,40932,42.125,-72.75
2967022,us,westford,Westford,MA,21587,42.5791667,-71.4383333
2967028,us,weston,Weston,MA,11682,42.3666667,-71.3036111
2967035,us,westwood,Westwood,MA,14029,42.2138889,-71.225
2967039,us,weymouth,Weymouth,MA,54395,42.2208333,-70.9402778
2967059,us,whitman,Whitman,MA,14495,42.0805556,-70.9361111
2967066,us,wilbraham,Wilbraham,MA,20883,42.1236111,-72.4319444
2967078,us,wilmington,Wilmington,MA,21704,42.5463889,-71.1741667
2967080,us,winchendon,Winchendon,MA,12954,42.6861111,-72.0444444
2967083,us,winchester,Winchester,MA,21366,42.4522222,-71.1375
2967096,us,winthrop,Winthrop,MA,17618,42.375,-70.9833333
2967099,us,woburn,Woburn,MA,37746,42.4791667,-71.1527778
2967111,us,worcester,Worcester,MA,177216,42.2625,-71.8027778
2967117,us,wrentham,Wrentham,MA,11251,42.0666667,-71.3286111
2967123,us,yarmouth,Yarmouth,MA,25243,41.7055556,-70.2291667
2967136,us,adrian,Adrian,MI,22704,41.8975,-84.0372222
2967154,us,albion,Albion,MI,9154,42.2430556,-84.7530556
2967167,us,allen park,Allen Park,MI,28157,42.2575,-83.2111111
2967172,us,alma,Alma,MI,9373,43.3788889,-84.6597222
2967177,us,alpena,Alpena,MI,10718,45.0616667,-83.4327778
2967201,us,ann arbor,Ann Arbor,MI,113810,42.2708333,-83.7263889
2967242,us,auburn hills,Auburn Hills,MI,20816,42.6875,-83.2341667
2967300,us,battle creek,Battle Creek,MI,54088,42.3211111,-85.1797222
2967303,us,bay city,Bay City,MI,34568,43.5944444,-83.8888889
2967327,us,beecher,Beecher,MI,11971,43.09,-83.6944444
2967350,us,benton harbor,Benton Harbor,MI,10893,42.1166667,-86.4541667
2967354,us,berkley,Berkley,MI,14997,42.5030556,-83.1836111
2967372,us,beverly hills,Beverly Hills,MI,10032,42.5238889,-83.2233333
2967378,us,big rapids,Big Rapids,MI,10731,43.6980556,-85.4836111
2967392,us,birmingham,Birmingham,MI,18977,42.5466667,-83.2113889
2967497,us,burton,Burton,MI,31587,42.9994444,-83.6163889
2967505,us,cadillac,Cadillac,MI,10258,44.2519444,-85.4011111
2967532,us,canton,Canton,MI,86825,42.3086111,-83.4822222
2967636,us,clawson,Clawson,MI,12222,42.5333333,-83.1463889
2967656,us,coldwater,Coldwater,MI,10864,41.9402778,-85.0005556
2967730,us,cutlerville,Cutlerville,MI,17231,42.8408333,-85.6636111
2967750,us,dearborn,Dearborn,MI,95170,42.3222222,-83.1763889
2967751,us,dearborn heights,Dearborn Heights,MI,56359,42.3369444,-83.2733333
2967775,us,detroit,Detroit,MI,884941,42.3313889,-83.0458333
2967847,us,east grand rapids,East Grand Rapids,MI,10380,42.9411111,-85.61
2967852,us,east lansing,East Lansing,MI,48371,42.7369444,-84.4838889
2967862,us,eastpointe,Eastpointe,MI,32682,42.4683333,-82.9555556
2967872,us,ecorse,Ecorse,MI,10773,42.2444444,-83.1458333
2967921,us,escanaba,Escanaba,MI,12622,45.7452778,-87.0644444
2967952,us,farmington,Farmington,MI,9989,42.4644444,-83.3763889
2967954,us,farmington hills,Farmington Hills,MI,79955,42.4852778,-83.3772222
2967966,us,fenton,Fenton,MI,12236,42.7977778,-83.705
2967969,us,ferndale,Ferndale,MI,21361,42.4605556,-83.1347222
2967994,us,flint,Flint,MI,117258,43.0125,-83.6875
2968009,us,forest hills,Forest Hills,MI,23099,42.9594444,-85.4897222
2968039,us,fraser,Fraser,MI,14878,42.5391667,-82.9494444
2968069,us,garden city,Garden City,MI,29023,42.3255556,-83.3311111
2968143,us,grand haven,Grand Haven,MI,10644,43.0630556,-86.2283333
2968147,us,grand rapids,Grand Rapids,MI,193852,42.9633333,-85.6680556
2968153,us,grandville,Grandville,MI,16741,42.9097222,-85.7630556
2968183,us,grosse ile,Grosse Ile,MI,11361,42.1291667,-83.1444444
2968185,us,grosse pointe farms,Grosse Pointe Farms,MI,9360,42.4091667,-82.8919444
2968186,us,grosse pointe park,Grosse Pointe Park,MI,11937,42.3758333,-82.9375
2968188,us,grosse pointe woods,Grosse Pointe Woods,MI,16364,42.4436111,-82.9069444
2968207,us,hamtramck,Hamtramck,MI,21994,42.3927778,-83.0497222
2968226,us,harper woods,Harper Woods,MI,13665,42.4330556,-82.9241667
2968240,us,haslett,Haslett,MI,11713,42.7469444,-84.4011111
2968251,us,hazel park,Hazel Park,MI,18261,42.4625,-83.1041667
2968280,us,highland park,Highland Park,MI,15568,42.4055556,-83.0969444
2968294,us,holland,Holland,MI,34544,42.7875,-86.1088889
2968298,us,holt,Holt,MI,11023,42.6405556,-84.5152778
2968323,us,howell,Howell,MI,9860,42.6072222,-83.9294444
2968364,us,inkster,Inkster,MI,28844,42.2941667,-83.31
2968367,us,ionia,Ionia,MI,13647,42.9872222,-85.0711111
2968383,us,jackson,Jackson,MI,34416,42.2458333,-84.4013889
2968389,us,jenison,Jenison,MI,16758,42.9072222,-85.7919444
2968410,us,kalamazoo,Kalamazoo,MI,74138,42.2916667,-85.5872222
2968432,us,kentwood,Kentwood,MI,47059,42.8694444,-85.6447222
2968517,us,lansing,Lansing,MI,117691,42.7325,-84.5555556
2968518,us,lapeer,Lapeer,MI,9372,43.0513889,-83.3188889
2968573,us,lincoln park,Lincoln Park,MI,38297,42.2505556,-83.1786111
2968588,us,livonia,Livonia,MI,98218,42.3683333,-83.3527778
2968628,us,madison heights,Madison Heights,MI,30004,42.4858333,-83.1052778
2968664,us,marquette,Marquette,MI,20831,46.5436111,-87.3952778
2968672,us,marysville,Marysville,MI,9881,42.9125,-82.4869444
2968719,us,melvindale,Melvindale,MI,10492,42.2825,-83.1752778
2968749,us,midland,Midland,MI,42400,43.6155556,-84.2472222
2968782,us,monroe,Monroe,MI,21076,41.9163889,-83.3977778
2968805,us,mount clemens,Mount Clemens,MI,16776,42.5972222,-82.8780556
2968808,us,mount pleasant,Mount Pleasant,MI,25281,43.5977778,-84.7675
2968821,us,muskegon,Muskegon,MI,40112,43.2341667,-86.2483333
2968822,us,muskegon heights,Muskegon Heights,MI,11689,43.2011111,-86.2388889
2968847,us,new baltimore,New Baltimore,MI,11453,42.6811111,-82.7369444
2968871,us,niles,Niles,MI,11739,41.8297222,-86.2541667
2968905,us,northview,Northview,MI,15103,43.0455556,-85.6005556
2968909,us,norton shores,Norton Shores,MI,23486,43.1688889,-86.2638889
2968916,us,novi,Novi,MI,53754,42.4805556,-83.4755556
2968922,us,oak park,Oak Park,MI,28644,42.4594444,-83.1827778
2968943,us,okemos,Okemos,MI,23926,42.7222222,-84.4275
2968988,us,owosso,Owosso,MI,15373,42.9977778,-84.1766667
2969122,us,pontiac,Pontiac,MI,67994,42.6388889,-83.2911111
2969129,us,port huron,Port Huron,MI,30978,42.9708333,-82.425
2969134,us,portage,Portage,MI,46403,42.2011111,-85.58
2969189,us,redford,Redford,MI,49936,42.3833333,-83.2966667
2969217,us,river rouge,River Rouge,MI,9117,42.2733333,-83.1344444
2969221,us,riverview,Riverview,MI,12762,42.1741667,-83.1794444
2969228,us,rochester,Rochester,MI,11485,42.6805556,-83.1338889
2969229,us,rochester hills,Rochester Hills,MI,68895,42.6583333,-83.15
2969247,us,romulus,Romulus,MI,24018,42.2222222,-83.3966667
2969260,us,roseville,Roseville,MI,47372,42.4972222,-82.9372222
2969267,us,royal oak,Royal Oak,MI,57570,42.4894444,-83.1447222
2969283,us,saginaw,Saginaw,MI,57536,43.4194444,-83.9508333
2969433,us,south lyon,South Lyon,MI,11450,42.4605556,-83.6516667
2969441,us,southfield,Southfield,MI,76828,42.4733333,-83.2219444
2969442,us,southgate,Southgate,MI,29669,42.2138889,-83.1938889
2969482,us,sterling heights,Sterling Heights,MI,126657,42.5802778,-83.0302778
2969504,us,sturgis,Sturgis,MI,11081,41.7991667,-85.4191667
2969542,us,taylor,Taylor,MI,65088,42.2408333,-83.2697222
2969588,us,traverse city,Traverse City,MI,14425,44.7630556,-85.6205556
2969591,us,trenton,Trenton,MI,19604,42.1394444,-83.1783333
2969599,us,troy,Troy,MI,81269,42.6055556,-83.15
2969679,us,walker,Walker,MI,23824,43.0013889,-85.7680556
2969691,us,warren,Warren,MI,133517,42.4775,-83.0277778
2969695,us,waterford,Waterford,MI,75737,42.7022222,-83.4027778
2969709,us,waverly,Waverly,MI,16332,42.7391667,-84.6208333
2969711,us,wayne,Wayne,MI,18785,42.2813889,-83.3863889
2969743,us,westland,Westland,MI,84801,42.3241667,-83.4002778
2969805,us,wixom,Wixom,MI,13696,42.5247222,-83.5363889
2969815,us,woodhaven,Woodhaven,MI,12917,42.1388889,-83.2416667
2969829,us,wyandotte,Wyandotte,MI,26802,42.2141667,-83.15
2969831,us,wyoming,Wyoming,MI,70308,42.9133333,-85.7052778
2969838,us,ypsilanti,Ypsilanti,MI,22191,42.2411111,-83.6130556
2970478,us,albert lea,Albert Lea,MN,17605,43.6480556,-93.3680556
2970487,us,alexandria,Alexandria,MN,10226,45.8852778,-95.3772222
2970503,us,andover,Andover,MN,30209,45.2333333,-93.2911111
2970512,us,anoka,Anoka,MN,17706,45.1977778,-93.3869444
2970515,us,apple valley,Apple Valley,MN,50540,44.7319444,-93.2175
2970546,us,austin,Austin,MN,23451,43.6666667,-92.9744444
2970616,us,bemidji,Bemidji,MN,13331,47.4736111,-94.88
2970661,us,blaine,Blaine,MN,54207,45.1608333,-93.2347222
2970666,us,bloomington,Bloomington,MN,81383,44.8408333,-93.2980556
2970688,us,brainerd,Brainerd,MN,14218,46.3580556,-94.2005556
2970708,us,brooklyn center,Brooklyn Center,MN,27718,45.0761111,-93.3325
2970709,us,brooklyn park,Brooklyn Park,MN,67595,45.0941667,-93.3561111
2970727,us,buffalo,Buffalo,MN,14283,45.1719444,-93.8744444
2970733,us,burnsville,Burnsville,MN,59492,44.7677778,-93.2775
2970797,us,champlin,Champlin,MN,23364,45.1888889,-93.3972222
2970799,us,chanhassen,Chanhassen,MN,23551,44.8622222,-93.5305556
2970801,us,chaska,Chaska,MN,23176,44.7894444,-93.6019444
2970834,us,cloquet,Cloquet,MN,11548,46.7216667,-92.4591667
2970852,us,columbia heights,Columbia Heights,MN,18235,45.0408333,-93.2627778
2970865,us,coon rapids,Coon Rapids,MN,62528,45.12,-93.2875
2970877,us,cottage grove,Cottage Grove,MN,32975,44.8277778,-92.9436111
2970899,us,crystal,Crystal,MN,21834,45.0327778,-93.36
2970976,us,duluth,Duluth,MN,84800,46.7833333,-92.1063889
2970991,us,eagan,Eagan,MN,64218,44.8041667,-93.1666667
2970996,us,east bethel,East Bethel,MN,11971,45.3194444,-93.2022222
2971009,us,eden prairie,Eden Prairie,MN,63319,44.8547222,-93.4705556
2971013,us,edina,Edina,MN,45945,44.8897222,-93.3497222
2971028,us,elk river,Elk River,MN,20377,45.3038889,-93.5669444
2971077,us,fairmont,Fairmont,MN,10576,43.6522222,-94.4608333
2971081,us,faribault,Faribault,MN,22633,44.295,-93.2686111
2971083,us,farmington,Farmington,MN,18954,44.6402778,-93.1433333
2971089,us,fergus falls,Fergus Falls,MN,14364,46.2830556,-96.0772222
2971115,us,forest lake,Forest Lake,MN,17449,45.2788889,-92.985
2971145,us,fridley,Fridley,MN,26834,45.0861111,-93.2630556
2971195,us,golden valley,Golden Valley,MN,20325,45.0097222,-93.3488889
2971262,us,ham lake,Ham Lake,MN,14954,45.2502778,-93.2497222
2971286,us,hastings,Hastings,MN,20833,44.7433333,-92.8522222
2971320,us,hibbing,Hibbing,MN,16638,47.4272222,-92.9375
2971350,us,hopkins,Hopkins,MN,17073,44.925,-93.4625
2971360,us,hugo,Hugo,MN,10125,45.16,-92.9930556
2971367,us,hutchinson,Hutchinson,MN,13759,44.8877778,-94.3694444
2971381,us,inver grove heights,Inver Grove Heights,MN,32363,44.8480556,-93.0425
2971499,us,lakeville,Lakeville,MN,50994,44.6497222,-93.2425
2971556,us,lino lakes,Lino Lakes,MN,20095,45.1602778,-93.0886111
2971561,us,little canada,Little Canada,MN,9617,45.0269444,-93.0875
2971609,us,mahtomedi,Mahtomedi,MN,8258,45.0697222,-92.9513889
